order_id,order_date,item_id,item_name,category,price
54,2023-01-01,119,Chicken Torta,Mexican,11.95
54,2023-01-01,106,French Fries,American,7.0
55,2023-01-01,118,Steak Burrito,Mexican,14.95
55,2023-01-01,122,Chips & Salsa,Mexican,7.0
56,2023-01-01,108,Tofu Pad Thai,Asian,14.5
56,2023-01-01,128,Cheese Lasagna,Italian,15.5
56,2023-01-01,105,Mac & Cheese,American,7.0
57,2023-01-01,108,Tofu Pad Thai,Asian,14.5
58,2023-01-01,124,Spaghetti,Italian,14.5
58,2023-01-01,113,Edamame,Asian,5.0
59,2023-01-01,127,Meat Lasagna,Italian,17.95
59,2023-01-01,112,Salmon Roll,Asian,14.95
59,2023-01-01,113,Edamame,Asian,5.0
60,2023-01-01,104,Veggie Burger,American,10.5
60,2023-01-01,125,Spaghetti & Meatballs,Italian,17.95
61,2023-01-01,101,Hamburger,American,12.95
61,2023-01-01,117,Chicken Burrito,Mexican,12.95
62,2023-01-01,101,Hamburger,American,12.95
62,2023-01-01,123,Chips & Guacamole,Mexican,9.0
63,2023-01-01,112,Salmon Roll,Asian,14.95
64,2023-01-01,107,Orange Chicken,Asian,16.5
65,2023-01-01,112,Salmon Roll,Asian,14.95
65,2023-01-01,120,Steak Torta,Mexican,13.95
65,2023-01-01,122,Chips & Salsa,Mexican,7.0
65,2023-01-01,123,Chips & Guacamole,Mexican,9.0
66,2023-01-01,108,Tofu Pad Thai,Asian,14.5
66,2023-01-01,110,Pork Ramen,Asian,17.95
67,2023-01-01,105,Mac & Cheese,American,7.0
68,2023-01-01,108,Tofu Pad Thai,Asian,14.5
68,2023-01-01,117,Chicken Burrito,Mexican,12.95
68,2023-01-01,117,Chicken Burrito,Mexican,12.95
69,2023-01-01,101,Hamburger,American,12.95
70,2023-01-02,127,Meat Lasagna,Italian,17.95
70,2023-01-02,121,Cheese Quesadillas,Mexican,10.5
71,2023-01-02,106,French Fries,American,7.0
72,2023-01-02,131,Chicken Parmesan,Italian,17.95
73,2023-01-02,106,French Fries,American,7.0
74,2023-01-02,124,Spaghetti,Italian,14.5
74,2023-01-02,129,Mushroom Ravioli,Italian,15.5
74,2023-01-02,130,Shrimp Scampi,Italian,19.95
74,2023-01-02,123,Chips & Guacamole,Mexican,9.0
75,2023-01-02,117,Chicken Burrito,Mexican,12.95
75,2023-01-02,128,Cheese Lasagna,Italian,15.5
75,2023-01-02,111,California Roll,Asian,11.95
76,2023-01-02,107,Orange Chicken,Asian,16.5
76,2023-01-02,109,Korean Beef Bowl,Asian,17.95
76,2023-01-02,127,Meat Lasagna,Italian,17.95
76,2023-01-02,122,Chips & Salsa,Mexican,7.0
77,2023-01-02,101,Hamburger,American,12.95
77,2023-01-02,109,Korean Beef Bowl,Asian,17.95
78,2023-01-02,107,Orange Chicken,Asian,16.5
78,2023-01-02,108,Tofu Pad Thai,Asian,14.5
78,2023-01-02,125,Spaghetti & Meatballs,Italian,17.95
78,2023-01-02,110,Pork Ramen,Asian,17.95
78,2023-01-02,122,Chips & Salsa,Mexican,7.0
78,2023-01-02,106,French Fries,American,7.0
79,2023-01-02,110,Pork Ramen,Asian,17.95
79,2023-01-02,112,Salmon Roll,Asian,14.95
79,2023-01-02,106,French Fries,American,7.0
80,2023-01-02,113,Edamame,Asian,5.0
80,2023-01-02,106,French Fries,American,7.0
81,2023-01-02,106,French Fries,American,7.0
82,2023-01-02,107,Orange Chicken,Asian,16.5
82,2023-01-02,102,Cheeseburger,American,13.95
82,2023-01-02,122,Chips & Salsa,Mexican,7.0
82,2023-01-02,132,Eggplant Parmesan,Italian,16.95
83,2023-01-02,105,Mac & Cheese,American,7.0
84,2023-01-02,113,Edamame,Asian,5.0
85,2023-01-02,108,Tofu Pad Thai,Asian,14.5
85,2023-01-02,108,Tofu Pad Thai,Asian,14.5
85,2023-01-02,117,Chicken Burrito,Mexican,12.95
85,2023-01-02,114,Potstickers,Asian,9.0
86,2023-01-02,109,Korean Beef Bowl,Asian,17.95
87,2023-01-02,110,Pork Ramen,Asian,17.95
87,2023-01-02,129,Mushroom Ravioli,Italian,15.5
87,2023-01-02,123,Chips & Guacamole,Mexican,9.0
87,2023-01-02,123,Chips & Guacamole,Mexican,9.0
88,2023-01-02,124,Spaghetti,Italian,14.5
89,2023-01-02,121,Cheese Quesadillas,Mexican,10.5
89,2023-01-02,106,French Fries,American,7.0
90,2023-01-02,120,Steak Torta,Mexican,13.95
90,2023-01-02,106,French Fries,American,7.0
91,2023-01-02,101,Hamburger,American,12.95
91,2023-01-02,104,Veggie Burger,American,10.5
91,2023-01-02,113,Edamame,Asian,5.0
92,2023-01-02,101,Hamburger,American,12.95
92,2023-01-02,117,Chicken Burrito,Mexican,12.95
92,2023-01-02,117,Chicken Burrito,Mexican,12.95
92,2023-01-02,127,Meat Lasagna,Italian,17.95
92,2023-01-02,113,Edamame,Asian,5.0
92,2023-01-02,118,Steak Burrito,Mexican,14.95
92,2023-01-02,131,Chicken Parmesan,Italian,17.95
92,2023-01-02,123,Chips & Guacamole,Mexican,9.0
92,2023-01-02,114,Potstickers,Asian,9.0
93,2023-01-02,120,Steak Torta,Mexican,13.95
94,2023-01-02,110,Pork Ramen,Asian,17.95
94,2023-01-02,105,Mac & Cheese,American,7.0
95,2023-01-02,111,California Roll,Asian,11.95
95,2023-01-02,118,Steak Burrito,Mexican,14.95
96,2023-01-02,111,California Roll,Asian,11.95
97,2023-01-02,107,Orange Chicken,Asian,16.5
98,2023-01-02,108,Tofu Pad Thai,Asian,14.5
98,2023-01-02,111,California Roll,Asian,11.95
99,2023-01-02,117,Chicken Burrito,Mexican,12.95
100,2023-01-02,109,Korean Beef Bowl,Asian,17.95
101,2023-01-02,102,Cheeseburger,American,13.95
101,2023-01-02,113,Edamame,Asian,5.0
101,2023-01-02,121,Cheese Quesadillas,Mexican,10.5
101,2023-01-02,122,Chips & Salsa,Mexican,7.0
102,2023-01-02,101,Hamburger,American,12.95
102,2023-01-02,119,Chicken Torta,Mexican,11.95
103,2023-01-02,123,Chips & Guacamole,Mexican,9.0
104,2023-01-02,101,Hamburger,American,12.95
104,2023-01-02,103,Hot Dog,American,9.0
104,2023-01-02,127,Meat Lasagna,Italian,17.95
104,2023-01-02,132,Eggplant Parmesan,Italian,16.95
105,2023-01-02,109,Korean Beef Bowl,Asian,17.95
105,2023-01-02,113,Edamame,Asian,5.0
105,2023-01-02,119,Chicken Torta,Mexican,11.95
106,2023-01-02,129,Mushroom Ravioli,Italian,15.5
106,2023-01-02,122,Chips & Salsa,Mexican,7.0
107,2023-01-02,102,Cheeseburger,American,13.95
107,2023-01-02,117,Chicken Burrito,Mexican,12.95
107,2023-01-02,122,Chips & Salsa,Mexican,7.0
107,2023-01-02,132,Eggplant Parmesan,Italian,16.95
108,2023-01-02,108,Tofu Pad Thai,Asian,14.5
108,2023-01-02,109,Korean Beef Bowl,Asian,17.95
108,2023-01-02,123,Chips & Guacamole,Mexican,9.0
109,2023-01-02,110,Pork Ramen,Asian,17.95
109,2023-01-02,117,Chicken Burrito,Mexican,12.95
109,2023-01-02,113,Edamame,Asian,5.0
109,2023-01-02,119,Chicken Torta,Mexican,11.95
110,2023-01-02,107,Orange Chicken,Asian,16.5
110,2023-01-02,111,California Roll,Asian,11.95
110,2023-01-02,121,Cheese Quesadillas,Mexican,10.5
110,2023-01-02,122,Chips & Salsa,Mexican,7.0
111,2023-01-02,102,Cheeseburger,American,13.95
111,2023-01-02,124,Spaghetti,Italian,14.5
111,2023-01-02,113,Edamame,Asian,5.0
111,2023-01-02,130,Shrimp Scampi,Italian,19.95
112,2023-01-02,113,Edamame,Asian,5.0
113,2023-01-02,102,Cheeseburger,American,13.95
113,2023-01-02,129,Mushroom Ravioli,Italian,15.5
113,2023-01-02,105,Mac & Cheese,American,7.0
114,2023-01-02,113,Edamame,Asian,5.0
114,2023-01-02,120,Steak Torta,Mexican,13.95
115,2023-01-02,107,Orange Chicken,Asian,16.5
115,2023-01-02,111,California Roll,Asian,11.95
115,2023-01-02,106,French Fries,American,7.0
116,2023-01-02,124,Spaghetti,Italian,14.5
117,2023-01-02,118,Steak Burrito,Mexican,14.95
117,2023-01-02,120,Steak Torta,Mexican,13.95
118,2023-01-02,119,Chicken Torta,Mexican,11.95
118,2023-01-02,131,Chicken Parmesan,Italian,17.95
119,2023-01-02,125,Spaghetti & Meatballs,Italian,17.95
120,2023-01-02,108,Tofu Pad Thai,Asian,14.5
120,2023-01-02,109,Korean Beef Bowl,Asian,17.95
120,2023-01-02,131,Chicken Parmesan,Italian,17.95
121,2023-01-02,101,Hamburger,American,12.95
121,2023-01-02,125,Spaghetti & Meatballs,Italian,17.95
121,2023-01-02,120,Steak Torta,Mexican,13.95
121,2023-01-02,105,Mac & Cheese,American,7.0
122,2023-01-02,117,Chicken Burrito,Mexican,12.95
123,2023-01-02,110,Pork Ramen,Asian,17.95
124,2023-01-02,101,Hamburger,American,12.95
124,2023-01-02,120,Steak Torta,Mexican,13.95
124,2023-01-02,122,Chips & Salsa,Mexican,7.0
124,2023-01-02,114,Potstickers,Asian,9.0
126,2023-01-02,132,Eggplant Parmesan,Italian,16.95
127,2023-01-02,113,Edamame,Asian,5.0
128,2023-01-02,122,Chips & Salsa,Mexican,7.0
129,2023-01-02,107,Orange Chicken,Asian,16.5
129,2023-01-02,114,Potstickers,Asian,9.0
130,2023-01-02,109,Korean Beef Bowl,Asian,17.95
130,2023-01-02,110,Pork Ramen,Asian,17.95
130,2023-01-02,129,Mushroom Ravioli,Italian,15.5
130,2023-01-02,105,Mac & Cheese,American,7.0
131,2023-01-02,104,Veggie Burger,American,10.5
131,2023-01-02,124,Spaghetti,Italian,14.5
131,2023-01-02,126,Fettuccine Alfredo,Italian,14.5
131,2023-01-02,123,Chips & Guacamole,Mexican,9.0
132,2023-01-02,113,Edamame,Asian,5.0
133,2023-01-02,101,Hamburger,American,12.95
133,2023-01-02,109,Korean Beef Bowl,Asian,17.95
133,2023-01-02,114,Potstickers,Asian,9.0
134,2023-01-02,107,Orange Chicken,Asian,16.5
134,2023-01-02,105,Mac & Cheese,American,7.0
134,2023-01-02,123,Chips & Guacamole,Mexican,9.0
135,2023-01-02,132,Eggplant Parmesan,Italian,16.95
136,2023-01-02,124,Spaghetti,Italian,14.5
136,2023-01-02,118,Steak Burrito,Mexican,14.95
137,2023-01-03,128,Cheese Lasagna,Italian,15.5
137,2023-01-03,113,Edamame,Asian,5.0
137,2023-01-03,122,Chips & Salsa,Mexican,7.0
138,2023-01-03,102,Cheeseburger,American,13.95
138,2023-01-03,125,Spaghetti & Meatballs,Italian,17.95
138,2023-01-03,127,Meat Lasagna,Italian,17.95
138,2023-01-03,120,Steak Torta,Mexican,13.95
139,2023-01-03,124,Spaghetti,Italian,14.5
140,2023-01-03,119,Chicken Torta,Mexican,11.95
140,2023-01-03,132,Eggplant Parmesan,Italian,16.95
141,2023-01-03,108,Tofu Pad Thai,Asian,14.5
142,2023-01-03,126,Fettuccine Alfredo,Italian,14.5
143,2023-01-03,102,Cheeseburger,American,13.95
143,2023-01-03,108,Tofu Pad Thai,Asian,14.5
143,2023-01-03,109,Korean Beef Bowl,Asian,17.95
143,2023-01-03,129,Mushroom Ravioli,Italian,15.5
143,2023-01-03,113,Edamame,Asian,5.0
143,2023-01-03,119,Chicken Torta,Mexican,11.95
143,2023-01-03,106,French Fries,American,7.0
143,2023-01-03,132,Eggplant Parmesan,Italian,16.95
144,2023-01-03,101,Hamburger,American,12.95
144,2023-01-03,107,Orange Chicken,Asian,16.5
144,2023-01-03,102,Cheeseburger,American,13.95
144,2023-01-03,104,Veggie Burger,American,10.5
144,2023-01-03,124,Spaghetti,Italian,14.5
144,2023-01-03,125,Spaghetti & Meatballs,Italian,17.95
144,2023-01-03,112,Salmon Roll,Asian,14.95
144,2023-01-03,105,Mac & Cheese,American,7.0
144,2023-01-03,105,Mac & Cheese,American,7.0
144,2023-01-03,122,Chips & Salsa,Mexican,7.0
144,2023-01-03,106,French Fries,American,7.0
144,2023-01-03,132,Eggplant Parmesan,Italian,16.95
145,2023-01-03,114,Potstickers,Asian,9.0
146,2023-01-03,102,Cheeseburger,American,13.95
146,2023-01-03,125,Spaghetti & Meatballs,Italian,17.95
146,2023-01-03,109,Korean Beef Bowl,Asian,17.95
148,2023-01-03,128,Cheese Lasagna,Italian,15.5
149,2023-01-03,131,Chicken Parmesan,Italian,17.95
150,2023-01-03,113,Edamame,Asian,5.0
151,2023-01-03,105,Mac & Cheese,American,7.0
151,2023-01-03,123,Chips & Guacamole,Mexican,9.0
152,2023-01-03,109,Korean Beef Bowl,Asian,17.95
152,2023-01-03,131,Chicken Parmesan,Italian,17.95
152,2023-01-03,106,French Fries,American,7.0
152,2023-01-03,114,Potstickers,Asian,9.0
153,2023-01-03,129,Mushroom Ravioli,Italian,15.5
154,2023-01-03,119,Chicken Torta,Mexican,11.95
155,2023-01-03,104,Veggie Burger,American,10.5
155,2023-01-03,111,California Roll,Asian,11.95
155,2023-01-03,113,Edamame,Asian,5.0
155,2023-01-03,118,Steak Burrito,Mexican,14.95
156,2023-01-03,111,California Roll,Asian,11.95
156,2023-01-03,106,French Fries,American,7.0
157,2023-01-03,117,Chicken Burrito,Mexican,12.95
157,2023-01-03,128,Cheese Lasagna,Italian,15.5
157,2023-01-03,120,Steak Torta,Mexican,13.95
157,2023-01-03,130,Shrimp Scampi,Italian,19.95
158,2023-01-03,127,Meat Lasagna,Italian,17.95
158,2023-01-03,106,French Fries,American,7.0
159,2023-01-03,125,Spaghetti & Meatballs,Italian,17.95
159,2023-01-03,106,French Fries,American,7.0
160,2023-01-03,108,Tofu Pad Thai,Asian,14.5
161,2023-01-03,109,Korean Beef Bowl,Asian,17.95
161,2023-01-03,122,Chips & Salsa,Mexican,7.0
162,2023-01-03,107,Orange Chicken,Asian,16.5
163,2023-01-03,109,Korean Beef Bowl,Asian,17.95
163,2023-01-03,113,Edamame,Asian,5.0
163,2023-01-03,114,Potstickers,Asian,9.0
164,2023-01-03,102,Cheeseburger,American,13.95
164,2023-01-03,113,Edamame,Asian,5.0
165,2023-01-03,119,Chicken Torta,Mexican,11.95
166,2023-01-03,119,Chicken Torta,Mexican,11.95
167,2023-01-03,101,Hamburger,American,12.95
167,2023-01-03,117,Chicken Burrito,Mexican,12.95
167,2023-01-03,113,Edamame,Asian,5.0
168,2023-01-03,107,Orange Chicken,Asian,16.5
168,2023-01-03,132,Eggplant Parmesan,Italian,16.95
169,2023-01-03,125,Spaghetti & Meatballs,Italian,17.95
169,2023-01-03,110,Pork Ramen,Asian,17.95
169,2023-01-03,120,Steak Torta,Mexican,13.95
170,2023-01-03,109,Korean Beef Bowl,Asian,17.95
171,2023-01-03,111,California Roll,Asian,11.95
172,2023-01-03,111,California Roll,Asian,11.95
172,2023-01-03,123,Chips & Guacamole,Mexican,9.0
172,2023-01-03,106,French Fries,American,7.0
173,2023-01-03,102,Cheeseburger,American,13.95
173,2023-01-03,108,Tofu Pad Thai,Asian,14.5
173,2023-01-03,132,Eggplant Parmesan,Italian,16.95
174,2023-01-03,107,Orange Chicken,Asian,16.5
174,2023-01-03,102,Cheeseburger,American,13.95
174,2023-01-03,102,Cheeseburger,American,13.95
174,2023-01-03,110,Pork Ramen,Asian,17.95
175,2023-01-03,117,Chicken Burrito,Mexican,12.95
176,2023-01-03,102,Cheeseburger,American,13.95
176,2023-01-03,118,Steak Burrito,Mexican,14.95
177,2023-01-03,111,California Roll,Asian,11.95
177,2023-01-03,106,French Fries,American,7.0
178,2023-01-03,118,Steak Burrito,Mexican,14.95
179,2023-01-03,109,Korean Beef Bowl,Asian,17.95
179,2023-01-03,120,Steak Torta,Mexican,13.95
179,2023-01-03,132,Eggplant Parmesan,Italian,16.95
180,2023-01-03,108,Tofu Pad Thai,Asian,14.5
180,2023-01-03,119,Chicken Torta,Mexican,11.95
181,2023-01-03,129,Mushroom Ravioli,Italian,15.5
182,2023-01-03,115,Chicken Tacos,Mexican,11.95
182,2023-01-03,118,Steak Burrito,Mexican,14.95
183,2023-01-03,111,California Roll,Asian,11.95
183,2023-01-03,130,Shrimp Scampi,Italian,19.95
183,2023-01-03,130,Shrimp Scampi,Italian,19.95
184,2023-01-03,109,Korean Beef Bowl,Asian,17.95
185,2023-01-03,120,Steak Torta,Mexican,13.95
185,2023-01-03,130,Shrimp Scampi,Italian,19.95
186,2023-01-03,129,Mushroom Ravioli,Italian,15.5
186,2023-01-03,105,Mac & Cheese,American,7.0
186,2023-01-03,130,Shrimp Scampi,Italian,19.95
186,2023-01-03,106,French Fries,American,7.0
187,2023-01-03,124,Spaghetti,Italian,14.5
187,2023-01-03,130,Shrimp Scampi,Italian,19.95
188,2023-01-03,124,Spaghetti,Italian,14.5
188,2023-01-03,113,Edamame,Asian,5.0
188,2023-01-03,118,Steak Burrito,Mexican,14.95
189,2023-01-03,107,Orange Chicken,Asian,16.5
189,2023-01-03,106,French Fries,American,7.0
190,2023-01-03,101,Hamburger,American,12.95
190,2023-01-03,125,Spaghetti & Meatballs,Italian,17.95
190,2023-01-03,112,Salmon Roll,Asian,14.95
190,2023-01-03,119,Chicken Torta,Mexican,11.95
191,2023-01-03,102,Cheeseburger,American,13.95
191,2023-01-03,103,Hot Dog,American,9.0
192,2023-01-03,120,Steak Torta,Mexican,13.95
192,2023-01-03,105,Mac & Cheese,American,7.0
193,2023-01-03,107,Orange Chicken,Asian,16.5
193,2023-01-03,102,Cheeseburger,American,13.95
193,2023-01-03,103,Hot Dog,American,9.0
194,2023-01-03,101,Hamburger,American,12.95
195,2023-01-03,101,Hamburger,American,12.95
196,2023-01-03,120,Steak Torta,Mexican,13.95
196,2023-01-03,122,Chips & Salsa,Mexican,7.0
196,2023-01-03,132,Eggplant Parmesan,Italian,16.95
197,2023-01-03,125,Spaghetti & Meatballs,Italian,17.95
197,2023-01-03,110,Pork Ramen,Asian,17.95
197,2023-01-03,127,Meat Lasagna,Italian,17.95
197,2023-01-03,121,Cheese Quesadillas,Mexican,10.5
198,2023-01-03,107,Orange Chicken,Asian,16.5
198,2023-01-03,103,Hot Dog,American,9.0
199,2023-01-03,103,Hot Dog,American,9.0
201,2023-01-03,116,Steak Tacos,Mexican,13.95
201,2023-01-03,104,Veggie Burger,American,10.5
201,2023-01-03,117,Chicken Burrito,Mexican,12.95
202,2023-01-03,102,Cheeseburger,American,13.95
203,2023-01-04,102,Cheeseburger,American,13.95
203,2023-01-04,127,Meat Lasagna,Italian,17.95
203,2023-01-04,112,Salmon Roll,Asian,14.95
203,2023-01-04,114,Potstickers,Asian,9.0
204,2023-01-04,122,Chips & Salsa,Mexican,7.0
205,2023-01-04,102,Cheeseburger,American,13.95
205,2023-01-04,103,Hot Dog,American,9.0
205,2023-01-04,119,Chicken Torta,Mexican,11.95
206,2023-01-04,111,California Roll,Asian,11.95
206,2023-01-04,113,Edamame,Asian,5.0
206,2023-01-04,122,Chips & Salsa,Mexican,7.0
207,2023-01-04,122,Chips & Salsa,Mexican,7.0
208,2023-01-04,101,Hamburger,American,12.95
208,2023-01-04,101,Hamburger,American,12.95
208,2023-01-04,103,Hot Dog,American,9.0
208,2023-01-04,113,Edamame,Asian,5.0
208,2023-01-04,114,Potstickers,Asian,9.0
209,2023-01-04,102,Cheeseburger,American,13.95
210,2023-01-04,131,Chicken Parmesan,Italian,17.95
211,2023-01-04,113,Edamame,Asian,5.0
212,2023-01-04,110,Pork Ramen,Asian,17.95
213,2023-01-04,125,Spaghetti & Meatballs,Italian,17.95
214,2023-01-04,110,Pork Ramen,Asian,17.95
214,2023-01-04,117,Chicken Burrito,Mexican,12.95
214,2023-01-04,129,Mushroom Ravioli,Italian,15.5
214,2023-01-04,130,Shrimp Scampi,Italian,19.95
215,2023-01-04,126,Fettuccine Alfredo,Italian,14.5
216,2023-01-04,101,Hamburger,American,12.95
216,2023-01-04,124,Spaghetti,Italian,14.5
216,2023-01-04,109,Korean Beef Bowl,Asian,17.95
217,2023-01-04,108,Tofu Pad Thai,Asian,14.5
217,2023-01-04,131,Chicken Parmesan,Italian,17.95
218,2023-01-04,122,Chips & Salsa,Mexican,7.0
219,2023-01-04,101,Hamburger,American,12.95
219,2023-01-04,124,Spaghetti,Italian,14.5
219,2023-01-04,118,Steak Burrito,Mexican,14.95
219,2023-01-04,131,Chicken Parmesan,Italian,17.95
220,2023-01-04,109,Korean Beef Bowl,Asian,17.95
220,2023-01-04,110,Pork Ramen,Asian,17.95
220,2023-01-04,111,California Roll,Asian,11.95
220,2023-01-04,122,Chips & Salsa,Mexican,7.0
221,2023-01-04,124,Spaghetti,Italian,14.5
221,2023-01-04,119,Chicken Torta,Mexican,11.95
221,2023-01-04,114,Potstickers,Asian,9.0
